ICAO,PHASE,STND,RWY,N,VALID,REF_20,ID,OBSERVED
EGLL,ARR,243L,27R,64,64,6,ARR-243L-27R,2019
EGLL,ARR,243R,09L,38,38,6,ARR-243R-09L,2019
EGLL,ARR,243R,27L,71,71,6,ARR-243R-27L,2019
EGLL,ARR,243R,27R,70,70,6,ARR-243R-27R,2019
EGLL,ARR,244,09L,360,360,6,ARR-244-09L,2019
EGLL,ARR,244,27L,500,500,8,ARR-244-27L,2019
EGLL,ARR,244,27R,539,539,8,ARR-244-27R,2019
EGLL,ARR,246,09L,370,370,6,ARR-246-09L,2019
EGLL,ARR,246,27L,515,515,8,ARR-246-27L,2019
EGLL,ARR,246,27R,566,566,7,ARR-246-27R,2019
EGLL,ARR,246L,27L,47,47,7,ARR-246L-27L,2019
EGLL,ARR,246L,27R,44,44,5.6,ARR-246L-27R,2019
EGLL,ARR,246R,09L,35,35,5,ARR-246R-09L,2019
EGLL,ARR,246R,27L,54,54,6.600000000000001,ARR-246R-27L,2019
EGLL,ARR,246R,27R,51,51,5,ARR-246R-27R,2019
EGLL,ARR,247,09L,335,335,5,ARR-247-09L,2019
EGLL,ARR,247,27L,491,491,8,ARR-247-27L,2019
EGLL,ARR,247,27R,480,480,7,ARR-247-27R,2019
EGLL,ARR,247L,09L,44,44,6,ARR-247L-09L,2019
EGLL,ARR,247L,27L,68,68,7,ARR-247L-27L,2019
EGLL,ARR,247L,27R,69,69,6,ARR-247L-27R,2019
EGLL,ARR,247R,09L,53,53,5,ARR-247R-09L,2019
EGLL,ARR,247R,27L,79,79,7,ARR-247R-27L,2019
EGLL,ARR,247R,27R,72,72,6,ARR-247R-27R,2019
EGLL,ARR,248,09L,381,381,5,ARR-248-09L,2019
EGLL,ARR,248,09R,31,31,5,ARR-248-09R,2019
EGLL,ARR,248,27L,552,552,8,ARR-248-27L,2019
EGLL,ARR,248,27R,559,559,6,ARR-248-27R,2019
EGLL,ARR,249,09L,354,354,4,ARR-249-09L,2019
EGLL,ARR,249,27L,508,508,8,ARR-249-27L,2019
EGLL,ARR,249,27R,547,547,6,ARR-249-27R,2019
EGLL,ARR,252,09L,42,42,5,ARR-252-09L,2019
EGLL,ARR,253L,09L,285,285,6,ARR-253L-09L,2019
EGLL,ARR,253L,27L,430,430,5,ARR-253L-27L,2019
EGLL,ARR,253L,27R,398,398,5,ARR-253L-27R,2019
EGLL,ARR,253R,09L,670,670,6,ARR-253R-09L,2019
EGLL,ARR,253R,27L,829,829,5,ARR-253R-27L,2019
EGLL,ARR,253R,27R,867,867,5,ARR-253R-27R,2019
EGLL,ARR,254L,09L,56,56,5,ARR-254L-09L,2019
EGLL,ARR,254L,27L,76,76,6,ARR-254L-27L,2019
EGLL,ARR,254L,27R,96,96,5,ARR-254L-27R,2019
EGLL,ARR,254R,09L,37,37,6,ARR-254R-09L,2019
EGLL,ARR,254R,27L,64,64,6,ARR-254R-27L,2019
EGLL,ARR,254R,27R,69,69,5,ARR-254R-27R,2019
EGLL,ARR,301,09L,386,386,8,ARR-301-09L,2019
EGLL,ARR,301,09R,33,33,4,ARR-301-09R,2019
EGLL,ARR,301,27L,541,541,5,ARR-301-27L,2019
EGLL,ARR,301,27R,610,610,7,ARR-301-27R,2019
EGLL,ARR,303,09L,148,148,9,ARR-303-09L,2019
EGLL,ARR,303,27L,233,233,5,ARR-303-27L,2019
EGLL,ARR,303,27R,211,211,7,ARR-303-27R,2019
EGLL,ARR,303L,09L,372,372,6,ARR-303L-09L,2019
EGLL,ARR,303L,27L,522,522,3,ARR-303L-27L,2019
EGLL,ARR,303L,27R,507,507,6,ARR-303L-27R,2019
EGLL,ARR,303R,09L,388,388,6,ARR-303R-09L,2019
EGLL,ARR,303R,27L,531,531,3,ARR-303R-27L,2019
EGLL,ARR,303R,27R,507,507,6,ARR-303R-27R,2019
EGLL,ARR,305,09L,268,268,9,ARR-305-09L,2019
EGLL,ARR,305,27L,409,409,5,ARR-305-27L,2019
EGLL,ARR,305,27R,397,397,7,ARR-305-27R,2019
EGLL,ARR,305L,09L,216,216,6,ARR-305L-09L,2019
EGLL,ARR,305L,27L,336,336,3,ARR-305L-27L,2019
EGLL,ARR,305L,27R,312,312,6,ARR-305L-27R,2019
EGLL,ARR,305R,09L,214,214,7,ARR-305R-09L,2019
EGLL,ARR,305R,27L,322,322,3,ARR-305R-27L,2019
EGLL,ARR,305R,27R,302,302,6,ARR-305R-27R,2019
EGLL,ARR,307,09L,497,497,8,ARR-307-09L,2019
EGLL,ARR,307,09R,68,68,4,ARR-307-09R,2019
EGLL,ARR,307,27L,813,813,5,ARR-307-27L,2019
EGLL,ARR,307,27R,784,784,7,ARR-307-27R,2019
EGLL,ARR,309,09L,478,478,6,ARR-309-09L,2019
EGLL,ARR,309,27L,658,658,2,ARR-309-27L,2019
EGLL,ARR,309,27R,669,669,6,ARR-309-27R,2019
EGLL,ARR,311,09L,482,482,6,ARR-311-09L,2019
EGLL,ARR,311,27L,714,714,3,ARR-311-27L,2019
EGLL,ARR,311,27R,663,663,6,ARR-311-27R,2019
EGLL,ARR,313,09L,34,34,8,ARR-313-09L,2019
EGLL,ARR,313,27L,54,54,5,ARR-313-27L,2019
EGLL,ARR,313,27R,48,48,7,ARR-313-27R,2019
EGLL,ARR,316,09L,325,325,7,ARR-316-09L,2019
EGLL,ARR,316,27L,492,492,4,ARR-316-27L,2019
EGLL,ARR,316,27R,446,446,5,ARR-316-27R,2019
EGLL,ARR,317,09L,299,299,7,ARR-317-09L,2019
EGLL,ARR,317,27L,474,474,4,ARR-317-27L,2019
EGLL,ARR,317,27R,450,450,5,ARR-317-27R,2019
EGLL,ARR,318,09L,294,294,7,ARR-318-09L,2019
EGLL,ARR,318,09R,49,49,8,ARR-318-09R,2019
EGLL,ARR,318,27L,533,533,6,ARR-318-27L,2019
EGLL,ARR,318,27R,447,447,6,ARR-318-27R,2019
EGLL,ARR,319,09L,278,278,7,ARR-319-09L,2019
EGLL,ARR,319,09R,41,41,5,ARR-319-09R,2019
EGLL,ARR,319,27L,482,482,4,ARR-319-27L,2019
EGLL,ARR,319,27R,417,417,5,ARR-319-27R,2019
EGLL,ARR,320,09L,349,349,7,ARR-320-09L,2019
EGLL,ARR,320,09R,47,47,8,ARR-320-09R,2019
EGLL,ARR,320,27L,566,566,5,ARR-320-27L,2019
EGLL,ARR,320,27R,510,510,5,ARR-320-27R,2019
EGLL,ARR,321,09L,298,298,6,ARR-321-09L,2019
EGLL,ARR,321,09R,30,30,5,ARR-321-09R,2019
EGLL,ARR,321,27L,480,480,4,ARR-321-27L,2019
EGLL,ARR,321,27R,447,447,5,ARR-321-27R,2019
EGLL,ARR,322,09L,282,282,7,ARR-322-09L,2019
EGLL,ARR,322,09R,56,56,8,ARR-322-09R,2019
EGLL,ARR,322,27L,479,479,5,ARR-322-27L,2019
EGLL,ARR,322,27R,485,485,5,ARR-322-27R,2019
EGLL,ARR,323,09L,167,167,5.200000000000003,ARR-323-09L,2019
EGLL,ARR,323,27L,218,218,6,ARR-323-27L,2019
EGLL,ARR,323,27R,211,211,5,ARR-323-27R,2019
EGLL,ARR,325,09L,153,153,6,ARR-325-09L,2019
EGLL,ARR,325,27L,310,310,5,ARR-325-27L,2019
EGLL,ARR,325,27R,308,308,5,ARR-325-27R,2019
EGLL,ARR,326,09L,482,482,3,ARR-326-09L,2019
EGLL,ARR,326,27L,691,691,6,ARR-326-27L,2019
EGLL,ARR,326,27R,737,737,4,ARR-326-27R,2019
EGLL,ARR,327,09L,482,482,6,ARR-327-09L,2019
EGLL,ARR,327,09R,42,42,8,ARR-327-09R,2019
EGLL,ARR,327,27L,698,698,5,ARR-327-27L,2019
EGLL,ARR,327,27R,660,660,5,ARR-327-27R,2019
EGLL,ARR,328,09L,468,468,3,ARR-328-09L,2019
EGLL,ARR,328,27L,685,685,6,ARR-328-27L,2019
EGLL,ARR,328,27R,716,716,3,ARR-328-27R,2019
EGLL,ARR,329,09L,571,571,5,ARR-329-09L,2019
EGLL,ARR,329,27L,745,745,5,ARR-329-27L,2019
EGLL,ARR,329,27R,745,745,5,ARR-329-27R,2019
EGLL,ARR,330,09L,488,488,3,ARR-330-09L,2019
EGLL,ARR,330,27L,692,692,6,ARR-330-27L,2019
EGLL,ARR,330,27R,683,683,3,ARR-330-27R,2019
EGLL,ARR,331,09L,466,466,6,ARR-331-09L,2019
EGLL,ARR,331,09R,38,38,7,ARR-331-09R,2019
EGLL,ARR,331,27L,664,664,5,ARR-331-27L,2019
EGLL,ARR,331,27R,656,656,5,ARR-331-27R,2019
EGLL,ARR,332,09L,405,405,3,ARR-332-09L,2019
EGLL,ARR,332,09R,34,34,9,ARR-332-09R,2019
EGLL,ARR,332,27L,598,598,6,ARR-332-27L,2019
EGLL,ARR,332,27R,592,592,4,ARR-332-27R,2019
EGLL,ARR,334,09L,378,378,4,ARR-334-09L,2019
EGLL,ARR,334,09R,41,41,8,ARR-334-09R,2019
EGLL,ARR,334,27L,576,576,6,ARR-334-27L,2019
EGLL,ARR,334,27R,541,541,3,ARR-334-27R,2019
EGLL,ARR,335,09L,331,331,6,ARR-335-09L,2019
EGLL,ARR,335,09R,49,49,7,ARR-335-09R,2019
EGLL,ARR,335,27L,571,571,5,ARR-335-27L,2019
EGLL,ARR,335,27R,544,544,4,ARR-335-27R,2019
EGLL,ARR,336,09L,385,385,4,ARR-336-09L,2019
EGLL,ARR,336,09R,51,51,7,ARR-336-09R,2019
EGLL,ARR,336,27L,571,571,6,ARR-336-27L,2019
EGLL,ARR,336,27R,610,610,3,ARR-336-27R,2019
EGLL,ARR,340,09L,293,293,5,ARR-340-09L,2019
EGLL,ARR,340,09R,50,50,8,ARR-340-09R,2019
EGLL,ARR,340,27L,488,488,5,ARR-340-27L,2019
EGLL,ARR,340,27R,482,482,3,ARR-340-27R,2019
EGLL,ARR,342,09L,358,358,5,ARR-342-09L,2019
EGLL,ARR,342,09R,58,58,7,ARR-342-09R,2019
EGLL,ARR,342,27L,576,576,5,ARR-342-27L,2019
EGLL,ARR,342,27R,563,563,4,ARR-342-27R,2019
EGLL,ARR,351,09L,162,162,3,ARR-351-09L,2019
EGLL,ARR,351,27L,213,213,6,ARR-351-27L,2019
EGLL,ARR,351,27R,196,196,3,ARR-351-27R,2019
EGLL,ARR,353,09L,75,75,4,ARR-353-09L,2019
EGLL,ARR,353,27L,114,114,7,ARR-353-27L,2019
EGLL,ARR,353,27R,126,126,4,ARR-353-27R,2019
EGLL,ARR,355,09L,106,106,2,ARR-355-09L,2019
EGLL,ARR,355,27L,154,154,5,ARR-355-27L,2019
EGLL,ARR,355,27R,167,167,3,ARR-355-27R,2019
EGLL,ARR,357,09L,51,51,4,ARR-357-09L,2019
EGLL,ARR,357,27L,79,79,7,ARR-357-27L,2019
EGLL,ARR,357,27R,68,68,5,ARR-357-27R,2019
EGLL,ARR,363,09L,55,55,6,ARR-363-09L,2019
EGLL,ARR,363,27L,88,88,4,ARR-363-27L,2019
EGLL,ARR,363,27R,84,84,5,ARR-363-27R,2019
EGLL,ARR,364,27L,59,59,5,ARR-364-27L,2019
EGLL,ARR,364,27R,63,63,5,ARR-364-27R,2019
EGLL,ARR,365,09L,51,51,6,ARR-365-09L,2019
EGLL,ARR,365,27L,75,75,5,ARR-365-27L,2019
EGLL,ARR,365,27R,76,76,4,ARR-365-27R,2019
EGLL,ARR,401,09L,234,234,11,ARR-401-09L,2019
EGLL,ARR,401,27L,375,375,4,ARR-401-27L,2019
EGLL,ARR,401,27R,351,351,11,ARR-401-27R,2019
EGLL,ARR,402,09L,293,293,13,ARR-402-09L,2019
EGLL,ARR,402,27L,493,493,7,ARR-402-27L,2019
EGLL,ARR,402,27R,431,431,12,ARR-402-27R,2019
EGLL,ARR,403,09L,245,245,12,ARR-403-09L,2019
EGLL,ARR,403,09R,43,43,4,ARR-403-09R,2019
EGLL,ARR,403,27L,464,464,6,ARR-403-27L,2019
EGLL,ARR,403,27R,374,374,11,ARR-403-27R,2019
EGLL,ARR,405,09L,246,246,11,ARR-405-09L,2019
EGLL,ARR,405,09R,86,86,5,ARR-405-09R,2019
EGLL,ARR,405,27L,560,560,6,ARR-405-27L,2019
EGLL,ARR,405,27R,385,385,11,ARR-405-27R,2019
EGLL,ARR,406,09L,224,224,11,ARR-406-09L,2019
EGLL,ARR,406,09R,77,77,5,ARR-406-09R,2019
EGLL,ARR,406,27L,486,486,6,ARR-406-27L,2019
EGLL,ARR,406,27R,399,399,10,ARR-406-27R,2019
EGLL,ARR,407,09L,228,228,11,ARR-407-09L,2019
EGLL,ARR,407,09R,67,67,5,ARR-407-09R,2019
EGLL,ARR,407,27L,479,479,6,ARR-407-27L,2019
EGLL,ARR,407,27R,338,338,11,ARR-407-27R,2019
EGLL,ARR,408,09L,160,160,11,ARR-408-09L,2019
EGLL,ARR,408,09R,76,76,4,ARR-408-09R,2019
EGLL,ARR,408,27L,398,398,6,ARR-408-27L,2019
EGLL,ARR,408,27R,257,257,11,ARR-408-27R,2019
EGLL,ARR,409,09L,202,202,11.200000000000003,ARR-409-09L,2019
EGLL,ARR,409,09R,73,73,4,ARR-409-09R,2019
EGLL,ARR,409,27L,444,444,6,ARR-409-27L,2019
EGLL,ARR,409,27R,316,316,11,ARR-409-27R,2019
EGLL,ARR,410,09L,255,255,10,ARR-410-09L,2019
EGLL,ARR,410,09R,79,79,3,ARR-410-09R,2019
EGLL,ARR,410,27L,582,582,6,ARR-410-27L,2019
EGLL,ARR,410,27R,370,370,11,ARR-410-27R,2019
EGLL,ARR,411,09L,276,276,11,ARR-411-09L,2019
EGLL,ARR,411,09R,69,69,4,ARR-411-09R,2019
EGLL,ARR,411,27L,525,525,6,ARR-411-27L,2019
EGLL,ARR,411,27R,388,388,11,ARR-411-27R,2019
EGLL,ARR,412,09L,271,271,10,ARR-412-09L,2019
EGLL,ARR,412,09R,39,39,4,ARR-412-09R,2019
EGLL,ARR,412,27L,477,477,5,ARR-412-27L,2019
EGLL,ARR,412,27R,404,404,10,ARR-412-27R,2019
EGLL,ARR,414,09L,502,502,10,ARR-414-09L,2019
EGLL,ARR,414,09R,48,48,3,ARR-414-09R,2019
EGLL,ARR,414,27L,801,801,5,ARR-414-27L,2019
EGLL,ARR,414,27R,704,704,10,ARR-414-27R,2019
EGLL,ARR,415,09L,591,591,8,ARR-415-09L,2019
EGLL,ARR,415,09R,51,51,3,ARR-415-09R,2019
EGLL,ARR,415,27L,928,928,4,ARR-415-27L,2019
EGLL,ARR,415,27R,874,874,9,ARR-415-27R,2019
EGLL,ARR,417,09L,212,212,9,ARR-417-09L,2019
EGLL,ARR,417,27L,287,287,3,ARR-417-27L,2019
EGLL,ARR,417,27R,321,321,9,ARR-417-27R,2019
EGLL,ARR,419,09L,485,485,9,ARR-419-09L,2019
EGLL,ARR,419,09R,36,36,4,ARR-419-09R,2019
EGLL,ARR,419,27L,747,747,5,ARR-419-27L,2019
EGLL,ARR,419,27R,702,702,11,ARR-419-27R,2019
EGLL,ARR,420,09L,461,461,9,ARR-420-09L,2019
EGLL,ARR,420,09R,32,32,4,ARR-420-09R,2019
EGLL,ARR,420,27L,703,703,5,ARR-420-27L,2019
EGLL,ARR,420,27R,629,629,10,ARR-420-27R,2019
EGLL,ARR,421,09L,452,452,8.200000000000003,ARR-421-09L,2019
EGLL,ARR,421,09R,31,31,4,ARR-421-09R,2019
EGLL,ARR,421,27L,743,743,5,ARR-421-27L,2019
EGLL,ARR,421,27R,705,705,10,ARR-421-27R,2019
EGLL,ARR,422,09L,92,92,10,ARR-422-09L,2019
EGLL,ARR,422,27L,133,133,6,ARR-422-27L,2019
EGLL,ARR,422,27R,135,135,12,ARR-422-27R,2019
EGLL,ARR,423,09L,34,34,11,ARR-423-09L,2019
EGLL,ARR,423,27L,48,48,6,ARR-423-27L,2019
EGLL,ARR,423,27R,50,50,12,ARR-423-27R,2019
EGLL,ARR,501,09L,687,687,5,ARR-501-09L,2019
EGLL,ARR,501,27L,903,903,7,ARR-501-27L,2019
EGLL,ARR,501,27R,938,938,4,ARR-501-27R,2019
EGLL,ARR,502,09L,710,710,5,ARR-502-09L,2019
EGLL,ARR,502,27L,896,896,7,ARR-502-27L,2019
EGLL,ARR,502,27R,918,918,5,ARR-502-27R,2019
EGLL,ARR,503,09L,686,686,5,ARR-503-09L,2019
EGLL,ARR,503,27L,925,925,7,ARR-503-27L,2019
EGLL,ARR,503,27R,922,922,5,ARR-503-27R,2019
EGLL,ARR,505,09L,703,703,5,ARR-505-09L,2019
EGLL,ARR,505,27L,913,913,7,ARR-505-27L,2019
EGLL,ARR,505,27R,923,923,4,ARR-505-27R,2019
EGLL,ARR,506,09L,669,669,5,ARR-506-09L,2019
EGLL,ARR,506,27L,875,875,6,ARR-506-27L,2019
EGLL,ARR,506,27R,914,914,4,ARR-506-27R,2019
EGLL,ARR,507,09L,692,692,5,ARR-507-09L,2019
EGLL,ARR,507,27L,971,971,6,ARR-507-27L,2019
EGLL,ARR,507,27R,969,969,4,ARR-507-27R,2019
EGLL,ARR,508,09L,859,859,5,ARR-508-09L,2019
EGLL,ARR,508,27L,1164,1164,6,ARR-508-27L,2019
EGLL,ARR,508,27R,1195,1195,4,ARR-508-27R,2019
EGLL,ARR,509,09L,878,878,5,ARR-509-09L,2019
EGLL,ARR,509,27L,1198,1198,6,ARR-509-27L,2019
EGLL,ARR,509,27R,1184,1184,5,ARR-509-27R,2019
EGLL,ARR,511,09L,910,910,5,ARR-511-09L,2019
EGLL,ARR,511,27L,1170,1170,5.800000000000011,ARR-511-27L,2019
EGLL,ARR,511,27R,1177,1177,5,ARR-511-27R,2019
EGLL,ARR,512,09L,837,837,5,ARR-512-09L,2019
EGLL,ARR,512,27L,1143,1143,5,ARR-512-27L,2019
EGLL,ARR,512,27R,1156,1156,5,ARR-512-27R,2019
EGLL,ARR,513,09L,846,846,6,ARR-513-09L,2019
EGLL,ARR,513,27L,1178,1178,5,ARR-513-27L,2019
EGLL,ARR,513,27R,1156,1156,5,ARR-513-27R,2019
EGLL,ARR,515,09L,788,788,6,ARR-515-09L,2019
EGLL,ARR,515,27L,1088,1088,5,ARR-515-27L,2019
EGLL,ARR,515,27R,1112,1112,5,ARR-515-27R,2019
EGLL,ARR,517,09L,819,819,6,ARR-517-09L,2019
EGLL,ARR,517,27L,1085,1085,5,ARR-517-27L,2019
EGLL,ARR,517,27R,1085,1085,5,ARR-517-27R,2019
EGLL,ARR,518,09L,825,825,6,ARR-518-09L,2019
EGLL,ARR,518,27L,1140,1139,5,ARR-518-27L,2019
EGLL,ARR,518,27R,1164,1164,5,ARR-518-27R,2019
EGLL,ARR,519,09L,841,841,7,ARR-519-09L,2019
EGLL,ARR,519,27L,1189,1189,5,ARR-519-27L,2019
EGLL,ARR,519,27R,1161,1161,6,ARR-519-27R,2019
EGLL,ARR,520,09L,824,824,7,ARR-520-09L,2019
EGLL,ARR,520,27L,1157,1157,5,ARR-520-27L,2019
EGLL,ARR,520,27R,1127,1127,6,ARR-520-27R,2019
EGLL,ARR,521,09L,790,790,7,ARR-521-09L,2019
EGLL,ARR,521,27L,1080,1080,5,ARR-521-27L,2019
EGLL,ARR,521,27R,1077,1077,6,ARR-521-27R,2019
EGLL,ARR,522,09L,794,794,7,ARR-522-09L,2019
EGLL,ARR,522,27L,1111,1111,5,ARR-522-27L,2019
EGLL,ARR,522,27R,1140,1140,6,ARR-522-27R,2019
EGLL,ARR,523,09L,626,626,7,ARR-523-09L,2019
EGLL,ARR,523,27L,852,852,5,ARR-523-27L,2019
EGLL,ARR,523,27R,820,820,6,ARR-523-27R,2019
EGLL,ARR,524,09L,291,291,7,ARR-524-09L,2019
EGLL,ARR,524,27L,381,381,6,ARR-524-27L,2019
EGLL,ARR,524,27R,415,415,6,ARR-524-27R,2019
EGLL,ARR,525,09L,260,260,7,ARR-525-09L,2019
EGLL,ARR,525,27L,386,386,5,ARR-525-27L,2019
EGLL,ARR,525,27R,380,380,6,ARR-525-27R,2019
EGLL,ARR,526,09L,211,211,7,ARR-526-09L,2019
EGLL,ARR,526,27L,368,368,5,ARR-526-27L,2019
EGLL,ARR,526,27R,348,348,6,ARR-526-27R,2019
EGLL,ARR,527,09L,241,241,6,ARR-527-09L,2019
EGLL,ARR,527,27L,361,361,5,ARR-527-27L,2019
EGLL,ARR,527,27R,346,346,6,ARR-527-27R,2019
EGLL,ARR,531,09L,218,218,5,ARR-531-09L,2019
EGLL,ARR,531,27L,321,321,6,ARR-531-27L,2019
EGLL,ARR,531,27R,324,324,4,ARR-531-27R,2019
EGLL,ARR,532,09L,329,329,6,ARR-532-09L,2019
EGLL,ARR,532,27L,490,490,6,ARR-532-27L,2019
EGLL,ARR,532,27R,508,508,5,ARR-532-27R,2019
EGLL,ARR,533,09L,332,332,6,ARR-533-09L,2019
EGLL,ARR,533,27L,521,521,6,ARR-533-27L,2019
EGLL,ARR,533,27R,503,503,5,ARR-533-27R,2019
EGLL,ARR,534,09L,369,369,6,ARR-534-09L,2019
EGLL,ARR,534,09R,37,37,9,ARR-534-09R,2019
EGLL,ARR,534,27L,543,543,6,ARR-534-27L,2019
EGLL,ARR,534,27R,544,544,5,ARR-534-27R,2019
EGLL,ARR,535,09L,355,355,7,ARR-535-09L,2019
EGLL,ARR,535,09R,36,36,9,ARR-535-09R,2019
EGLL,ARR,535,27L,536,536,6,ARR-535-27L,2019
EGLL,ARR,535,27R,517,517,6,ARR-535-27R,2019
EGLL,ARR,536,09L,348,348,7,ARR-536-09L,2019
EGLL,ARR,536,09R,39,39,8,ARR-536-09R,2019
EGLL,ARR,536,27L,512,512,6,ARR-536-27L,2019
EGLL,ARR,536,27R,543,543,6,ARR-536-27R,2019
EGLL,ARR,537,09L,350,350,7,ARR-537-09L,2019
EGLL,ARR,537,09R,32,32,8.2,ARR-537-09R,2019
EGLL,ARR,537,27L,510,510,6,ARR-537-27L,2019
EGLL,ARR,537,27R,541,541,6,ARR-537-27R,2019
EGLL,ARR,538,09L,342,342,7,ARR-538-09L,2019
EGLL,ARR,538,27L,511,511,5,ARR-538-27L,2019
EGLL,ARR,538,27R,541,541,6,ARR-538-27R,2019
EGLL,ARR,539,09L,356,356,8,ARR-539-09L,2019
EGLL,ARR,539,27L,508,508,5,ARR-539-27L,2019
EGLL,ARR,539,27R,537,537,6,ARR-539-27R,2019
EGLL,ARR,541,09L,191,191,6,ARR-541-09L,2019
EGLL,ARR,541,27L,278,278,4,ARR-541-27L,2019
